Commodity,Weights,Year,Value
Consumer oriented,U.S. suppliers (U.S. import weights),1999,103.1394729614258
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1999,104.8020477294922
Beef and beef products,U.S. suppliers (U.S. import weights),1999,115.0844955444336
Bulk,U.S. suppliers (U.S. import weights),1999,109.3053512573242
Cocoa beans,U.S. suppliers (U.S. import weights),1999,98.39131164550781
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1999,107.9718475341797
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1999,111.6497116088867
Distilled spirits,U.S. suppliers (U.S. import weights),1999,94.11915588378906
Fish products,U.S. suppliers (U.S. import weights),1999,111.8230361938477
Forest products,U.S. suppliers (U.S. import weights),1999,113.2302780151367
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1999,102.5455474853516
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1999,99.04363250732422
Intermediates,U.S. suppliers (U.S. import weights),1999,106.4276962280273
Live animals,U.S. suppliers (U.S. import weights),1999,102.5987854003906
Oils (example soybean),U.S. suppliers (U.S. import weights),1999,106.4499664306641
Prepared and snack foods,U.S. suppliers (U.S. import weights),1999,103.8261260986328
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1999,104.603385925293
Rubber and allied products,U.S. suppliers (U.S. import weights),1999,122.5800704956055
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1999,102.2647399902344
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1999,106.3006057739258
Wine and beer,U.S. suppliers (U.S. import weights),1999,93.76425933837891
Bulk,U.S. competitors (country export weights),2000,111.2535781860352
Consumer oriented,U.S. competitors (country export weights),2000,113.8082427978516
Intermediates,U.S. competitors (country export weights),2000,112.6107330322266
Beef and beef products,U.S. competitors (country export weights),2000,112.4718475341797
Competitor agricultural exports to the world,U.S. competitors (country export weights),2000,112.5710983276367
Competitor merchandise exports to the world,U.S. competitors (country export weights),2000,113.5607223510742
Corn,U.S. competitors (country export weights),2000,104.2392272949219
Cotton,U.S. competitors (country export weights),2000,113.5990295410156
Dairy products,U.S. competitors (country export weights),2000,113.9924087524414
Feeds and fodders,U.S. competitors (country export weights),2000,112.4207077026367
Fresh and processed fruit,U.S. competitors (country export weights),2000,112.7004547119141
Fresh and processed vegetables,U.S. competitors (country export weights),2000,115.3263931274414
Hides and skins,U.S. competitors (country export weights),2000,114.0424118041992
Juices and beverages,U.S. competitors (country export weights),2000,112.8834457397461
Pork and pork products,U.S. competitors (country export weights),2000,113.9167633056641
Poultry meat and products,U.S. competitors (country export weights),2000,111.966552734375
Prepared food,U.S. competitors (country export weights),2000,113.7909545898438
Rice,U.S. competitors (country export weights),2000,114.9585037231445
Soybean and vegetable  oil,U.S. competitors (country export weights),2000,113.1504058837891
Soybeans,U.S. competitors (country export weights),2000,110.2127380371094
Soymeal,U.S. competitors (country export weights),2000,103.3959045410156
Tobacco,U.S. competitors (country export weights),2000,110.789680480957
Tree nuts,U.S. competitors (country export weights),2000,115.5274505615234
Wheat,U.S. competitors (country export weights),2000,112.9018630981445
Wine and beer,U.S. competitors (country export weights),2000,111.5711822509766
Agricultural related,U.S. markets (U.S. export weights),2000,109.330436706543
Beef and beef products,U.S. markets (U.S. export weights),2000,90.35726928710938
Bulk,U.S. markets (U.S. export weights),2000,111.5684204101563
Consumer oriented,U.S. markets (U.S. export weights),2000,101.9916381835938
Corn,U.S. markets (U.S. export weights),2000,90.39773559570313
Cotton,U.S. markets (U.S. export weights),2000,118.3830032348633
Dairy products,U.S. markets (U.S. export weights),2000,104.427116394043
Distillers grain,U.S. markets (U.S. export weights),2000,115.8368377685547
Feeds and fodders,U.S. markets (U.S. export weights),2000,109.2119674682617
Fresh and processed fruit,U.S. markets (U.S. export weights),2000,103.9747467041016
Fresh and processed vegetables,U.S. markets (U.S. export weights),2000,103.1199951171875
Hides and skins,U.S. markets (U.S. export weights),2000,119.21337890625
Intermediates,U.S. markets (U.S. export weights),2000,108.3742218017578
Juices and beverages,U.S. markets (U.S. export weights),2000,105.8719100952148
Pork and pork products,U.S. markets (U.S. export weights),2000,91.42568206787109
Poultry meat and products,U.S. markets (U.S. export weights),2000,99.67232513427734
Prepared food,U.S. markets (U.S. export weights),2000,106.8181533813477
Rice,U.S. markets (U.S. export weights),2000,97.78855895996094
Soybean and vegetable oil,U.S. markets (U.S. export weights),2000,106.8191146850586
Soybeans,U.S. markets (U.S. export weights),2000,121.1613159179688
Soymeal,U.S. markets (U.S. export weights),2000,111.2528915405273
Tobacco,U.S. markets (U.S. export weights),2000,123.1874008178711
Tree nuts,U.S. markets (U.S. export weights),2000,108.2429122924805
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2000,106.8214111328125
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2000,105.4801940917969
Wheat,U.S. markets (U.S. export weights),2000,108.3608474731445
Wine and beer,U.S. markets (U.S. export weights),2000,105.2643508911133
Agricultural related products,U.S. suppliers (U.S. import weights),2000,113.8006362915039
Consumer oriented,U.S. suppliers (U.S. import weights),2000,107.3165969848633
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2000,110.1123886108398
Beef and beef products,U.S. suppliers (U.S. import weights),2000,121.2870635986328
Bulk,U.S. suppliers (U.S. import weights),2000,115.7450256347656
Cocoa beans,U.S. suppliers (U.S. import weights),2000,130.4487762451172
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2000,119.8096389770508
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2000,115.8559036254883
Distilled spirits,U.S. suppliers (U.S. import weights),2000,102.6814422607422
Fish products,U.S. suppliers (U.S. import weights),2000,120.5221633911133
Forest products,U.S. suppliers (U.S. import weights),2000,116.4327774047852
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2000,105.2671813964844
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2000,97.68648529052734
Intermediates,U.S. suppliers (U.S. import weights),2000,112.0942153930664
Live animals,U.S. suppliers (U.S. import weights),2000,103.3281631469727
Oils (example soybean),U.S. suppliers (U.S. import weights),2000,113.2006149291992
Prepared and snack foods,U.S. suppliers (U.S. import weights),2000,106.7440414428711
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2000,104.9984970092773
Rubber and allied products,U.S. suppliers (U.S. import weights),2000,131.7325897216797
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2000,101.3234405517578
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2000,111.4097518920898
Wine and beer,U.S. suppliers (U.S. import weights),2000,101.4120483398438
Bulk,U.S. competitors (country export weights),2001,117.2652893066406
Consumer oriented,U.S. competitors (country export weights),2001,119.0281753540039
Intermediates,U.S. competitors (country export weights),2001,117.6753540039063
Beef and beef products,U.S. competitors (country export weights),2001,118.6770248413086
Competitor agricultural exports to the world,U.S. competitors (country export weights),2001,118.5162124633789
Competitor merchandise exports to the world,U.S. competitors (country export weights),2001,118.6026153564453
Corn,U.S. competitors (country export weights),2001,110.6526870727539
Cotton,U.S. competitors (country export weights),2001,120.5039672851563
Dairy products,U.S. competitors (country export weights),2001,118.5044784545898
Feeds and fodders,U.S. competitors (country export weights),2001,116.8156433105469
Fresh and processed fruit,U.S. competitors (country export weights),2001,118.3788909912109
Fresh and processed vegetables,U.S. competitors (country export weights),2001,119.8787536621094
Hides and skins,U.S. competitors (country export weights),2001,119.4401779174805
Juices and beverages,U.S. competitors (country export weights),2001,118.6077194213867
Pork and pork products,U.S. competitors (country export weights),2001,118.6997604370117
Poultry meat and products,U.S. competitors (country export weights),2001,117.8197250366211
Prepared food,U.S. competitors (country export weights),2001,119.376579284668
Rice,U.S. competitors (country export weights),2001,121.5688858032227
Soybean and vegetable  oil,U.S. competitors (country export weights),2001,118.3048477172852
Soybeans,U.S. competitors (country export weights),2001,116.8607177734375
Soymeal,U.S. competitors (country export weights),2001,110.6464309692383
Tobacco,U.S. competitors (country export weights),2001,118.6934280395508
Tree nuts,U.S. competitors (country export weights),2001,121.3280639648438
Wheat,U.S. competitors (country export weights),2001,117.2441253662109
Wine and beer,U.S. competitors (country export weights),2001,116.3329772949219
Agricultural related,U.S. markets (U.S. export weights),2001,115.4698181152344
Beef and beef products,U.S. markets (U.S. export weights),2001,96.93625640869141
Bulk,U.S. markets (U.S. export weights),2001,116.9503479003906
Consumer oriented,U.S. markets (U.S. export weights),2001,107.263671875
Corn,U.S. markets (U.S. export weights),2001,95.705078125
Cotton,U.S. markets (U.S. export weights),2001,128.8902282714844
Dairy products,U.S. markets (U.S. export weights),2001,108.770263671875
Distillers grain,U.S. markets (U.S. export weights),2001,121.1061096191406
Feeds and fodders,U.S. markets (U.S. export weights),2001,116.4835357666016
Fresh and processed fruit,U.S. markets (U.S. export weights),2001,109.6598281860352
Fresh and processed vegetables,U.S. markets (U.S. export weights),2001,108.9508819580078
Hides and skins,U.S. markets (U.S. export weights),2001,124.4556350708008
Intermediates,U.S. markets (U.S. export weights),2001,112.9861526489258
Juices and beverages,U.S. markets (U.S. export weights),2001,111.416877746582
Pork and pork products,U.S. markets (U.S. export weights),2001,96.93061065673828
Poultry meat and products,U.S. markets (U.S. export weights),2001,101.7453689575195
Prepared food,U.S. markets (U.S. export weights),2001,111.6275024414063
Rice,U.S. markets (U.S. export weights),2001,103.1442565917969
Soybean and vegetable oil,U.S. markets (U.S. export weights),2001,110.02783203125
Soybeans,U.S. markets (U.S. export weights),2001,125.5851516723633
Soymeal,U.S. markets (U.S. export weights),2001,114.3852996826172
Tobacco,U.S. markets (U.S. export weights),2001,126.5855484008789
Tree nuts,U.S. markets (U.S. export weights),2001,114.5092163085938
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2001,112.1140594482422
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2001,109.7269668579102
Wheat,U.S. markets (U.S. export weights),2001,115.4217987060547
Wine and beer,U.S. markets (U.S. export weights),2001,110.2406463623047
Agricultural related products,U.S. suppliers (U.S. import weights),2001,119.0464477539063
Consumer oriented,U.S. suppliers (U.S. import weights),2001,110.1043472290039
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2001,113.6671981811523
Beef and beef products,U.S. suppliers (U.S. import weights),2001,129.1286315917969
Bulk,U.S. suppliers (U.S. import weights),2001,123.3640060424805
Cocoa beans,U.S. suppliers (U.S. import weights),2001,125.1935653686523
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2001,126.0710754394531
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2001,125.3386383056641
Distilled spirits,U.S. suppliers (U.S. import weights),2001,105.8086318969727
Fish products,U.S. suppliers (U.S. import weights),2001,125.5243682861328
Forest products,U.S. suppliers (U.S. import weights),2001,122.447395324707
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2001,106.0143127441406
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2001,96.76755523681641
Intermediates,U.S. suppliers (U.S. import weights),2001,116.8106536865234
Live animals,U.S. suppliers (U.S. import weights),2001,105.5946578979492
Oils (example soybean),U.S. suppliers (U.S. import weights),2001,119.5816040039063
Prepared and snack foods,U.S. suppliers (U.S. import weights),2001,110.7650527954102
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2001,107.5834045410156
Rubber and allied products,U.S. suppliers (U.S. import weights),2001,146.1030883789063
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2001,103.4677963256836
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2001,115.5257797241211
Wine and beer,U.S. suppliers (U.S. import weights),2001,103.4362411499023
Bulk,U.S. competitors (country export weights),2002,118.20068359375
Consumer oriented,U.S. competitors (country export weights),2002,115.9516372680664
Intermediates,U.S. competitors (country export weights),2002,115.4519195556641
Beef and beef products,U.S. competitors (country export weights),2002,117.6774139404297
Competitor agricultural exports to the world,U.S. competitors (country export weights),2002,119.0301971435547
Competitor merchandise exports to the world,U.S. competitors (country export weights),2002,116.6080169677734
Corn,U.S. competitors (country export weights),2002,117.2462768554688
Cotton,U.S. competitors (country export weights),2002,119.52734375
Dairy products,U.S. competitors (country export weights),2002,114.1150817871094
Feeds and fodders,U.S. competitors (country export weights),2002,114.9371490478516
Fresh and processed fruit,U.S. competitors (country export weights),2002,116.6394958496094
Fresh and processed vegetables,U.S. competitors (country export weights),2002,115.6741104125977
Hides and skins,U.S. competitors (country export weights),2002,116.9140319824219
Juices and beverages,U.S. competitors (country export weights),2002,115.6868057250977
Pork and pork products,U.S. competitors (country export weights),2002,114.5694961547852
Poultry meat and products,U.S. competitors (country export weights),2002,115.8062286376953
Prepared food,U.S. competitors (country export weights),2002,116.9520950317383
Rice,U.S. competitors (country export weights),2002,120.3138427734375
Soybean and vegetable  oil,U.S. competitors (country export weights),2002,115.2202835083008
Soybeans,U.S. competitors (country export weights),2002,120.3701400756836
Soymeal,U.S. competitors (country export weights),2002,120.9415893554688
Tobacco,U.S. competitors (country export weights),2002,122.191650390625
Tree nuts,U.S. competitors (country export weights),2002,117.3058166503906
Wheat,U.S. competitors (country export weights),2002,115.4721527099609
Wine and beer,U.S. competitors (country export weights),2002,114.3736572265625
Agricultural related,U.S. markets (U.S. export weights),2002,115.523063659668
Beef and beef products,U.S. markets (U.S. export weights),2002,98.42508697509766
Bulk,U.S. markets (U.S. export weights),2002,117.0653686523438
Consumer oriented,U.S. markets (U.S. export weights),2002,107.5136260986328
Corn,U.S. markets (U.S. export weights),2002,97.41109466552734
Cotton,U.S. markets (U.S. export weights),2002,123.965934753418
Dairy products,U.S. markets (U.S. export weights),2002,108.4010009765625
Distillers grain,U.S. markets (U.S. export weights),2002,120.5088043212891
Feeds and fodders,U.S. markets (U.S. export weights),2002,116.4579620361328
Fresh and processed fruit,U.S. markets (U.S. export weights),2002,109.6246185302734
Fresh and processed vegetables,U.S. markets (U.S. export weights),2002,109.5322723388672
Hides and skins,U.S. markets (U.S. export weights),2002,124.5562210083008
Intermediates,U.S. markets (U.S. export weights),2002,112.879768371582
Juices and beverages,U.S. markets (U.S. export weights),2002,112.1069488525391
Pork and pork products,U.S. markets (U.S. export weights),2002,98.47940826416016
Poultry meat and products,U.S. markets (U.S. export weights),2002,102.4162063598633
Prepared food,U.S. markets (U.S. export weights),2002,111.7985229492188
Rice,U.S. markets (U.S. export weights),2002,103.3660202026367
Soybean and vegetable oil,U.S. markets (U.S. export weights),2002,109.8432312011719
Soybeans,U.S. markets (U.S. export weights),2002,125.5565795898438
Soymeal,U.S. markets (U.S. export weights),2002,113.5309371948242
Tobacco,U.S. markets (U.S. export weights),2002,121.2600326538086
Tree nuts,U.S. markets (U.S. export weights),2002,112.4966125488281
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2002,112.2403945922852
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2002,110.0406341552734
Wheat,U.S. markets (U.S. export weights),2002,116.4347763061523
Wine and beer,U.S. markets (U.S. export weights),2002,109.6588745117188
Agricultural related products,U.S. suppliers (U.S. import weights),2002,119.8552703857422
Consumer oriented,U.S. suppliers (U.S. import weights),2002,109.8624267578125
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2002,110.90185546875
Beef and beef products,U.S. suppliers (U.S. import weights),2002,126.9416351318359
Bulk,U.S. suppliers (U.S. import weights),2002,124.4351196289063
Cocoa beans,U.S. suppliers (U.S. import weights),2002,117.7416610717773
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2002,118.7954406738281
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2002,129.7866058349609
Distilled spirits,U.S. suppliers (U.S. import weights),2002,101.6589508056641
Fish products,U.S. suppliers (U.S. import weights),2002,124.0490341186523
Forest products,U.S. suppliers (U.S. import weights),2002,123.9427337646484
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2002,107.5310668945313
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2002,96.48302459716797
Intermediates,U.S. suppliers (U.S. import weights),2002,115.786376953125
Live animals,U.S. suppliers (U.S. import weights),2002,105.4728240966797
Oils (example soybean),U.S. suppliers (U.S. import weights),2002,116.6163635253906
Prepared and snack foods,U.S. suppliers (U.S. import weights),2002,109.9718780517578
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2002,111.1469955444336
Rubber and allied products,U.S. suppliers (U.S. import weights),2002,126.8814392089844
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2002,104.8067245483398
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2002,115.3151702880859
Wine and beer,U.S. suppliers (U.S. import weights),2002,102.7563858032227
Bulk,U.S. competitors (country export weights),2003,104.4736785888672
Consumer oriented,U.S. competitors (country export weights),2003,101.1375579833984
Intermediates,U.S. competitors (country export weights),2003,100.7905044555664
Beef and beef products,U.S. competitors (country export weights),2003,102.0849761962891
Competitor agricultural exports to the world,U.S. competitors (country export weights),2003,106.6378707885742
Competitor merchandise exports to the world,U.S. competitors (country export weights),2003,107.6605072021484
Corn,U.S. competitors (country export weights),2003,103.7928161621094
Cotton,U.S. competitors (country export weights),2003,106.2671661376953
Dairy products,U.S. competitors (country export weights),2003,98.12709808349609
Feeds and fodders,U.S. competitors (country export weights),2003,100.0707321166992
Fresh and processed fruit,U.S. competitors (country export weights),2003,101.999267578125
Fresh and processed vegetables,U.S. competitors (country export weights),2003,100.9137878417969
Hides and skins,U.S. competitors (country export weights),2003,101.6597747802734
Juices and beverages,U.S. competitors (country export weights),2003,101.1494293212891
Pork and pork products,U.S. competitors (country export weights),2003,98.56887817382813
Poultry meat and products,U.S. competitors (country export weights),2003,100.546516418457
Prepared food,U.S. competitors (country export weights),2003,103.0477447509766
Rice,U.S. competitors (country export weights),2003,106.879753112793
Soybean and vegetable  oil,U.S. competitors (country export weights),2003,100.5697784423828
Soybeans,U.S. competitors (country export weights),2003,107.8223190307617
Soymeal,U.S. competitors (country export weights),2003,108.2162017822266
Tobacco,U.S. competitors (country export weights),2003,110.2785263061523
Tree nuts,U.S. competitors (country export weights),2003,102.5883407592773
Wheat,U.S. competitors (country export weights),2003,100.4554443359375
Wine and beer,U.S. competitors (country export weights),2003,99.12316131591797
Agricultural related,U.S. markets (U.S. export weights),2003,108.7017364501953
Beef and beef products,U.S. markets (U.S. export weights),2003,96.91382598876953
Bulk,U.S. markets (U.S. export weights),2003,116.5294418334961
Consumer oriented,U.S. markets (U.S. export weights),2003,102.7118988037109
Corn,U.S. markets (U.S. export weights),2003,99.17398071289063
Cotton,U.S. markets (U.S. export weights),2003,119.4704971313477
Dairy products,U.S. markets (U.S. export weights),2003,108.1033706665039
Distillers grain,U.S. markets (U.S. export weights),2003,119.9651718139648
Feeds and fodders,U.S. markets (U.S. export weights),2003,113.7550430297852
Fresh and processed fruit,U.S. markets (U.S. export weights),2003,103.7117538452148
Fresh and processed vegetables,U.S. markets (U.S. export weights),2003,102.1870193481445
Hides and skins,U.S. markets (U.S. export weights),2003,122.6462554931641
Intermediates,U.S. markets (U.S. export weights),2003,109.93994140625
Juices and beverages,U.S. markets (U.S. export weights),2003,103.9031829833984
Pork and pork products,U.S. markets (U.S. export weights),2003,97.18972778320313
Poultry meat and products,U.S. markets (U.S. export weights),2003,103.5431900024414
Prepared food,U.S. markets (U.S. export weights),2003,105.4468078613281
Rice,U.S. markets (U.S. export weights),2003,101.783332824707
Soybean and vegetable oil,U.S. markets (U.S. export weights),2003,107.6321411132813
Soybeans,U.S. markets (U.S. export weights),2003,124.977668762207
Soymeal,U.S. markets (U.S. export weights),2003,115.0480270385742
Tobacco,U.S. markets (U.S. export weights),2003,115.369873046875
Tree nuts,U.S. markets (U.S. export weights),2003,103.1218948364258
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2003,108.7740173339844
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2003,104.8113708496094
Wheat,U.S. markets (U.S. export weights),2003,116.0708160400391
Wine and beer,U.S. markets (U.S. export weights),2003,102.2007598876953
Agricultural related products,U.S. suppliers (U.S. import weights),2003,111.5618743896484
Consumer oriented,U.S. suppliers (U.S. import weights),2003,104.4608688354492
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2003,101.3714141845703
Beef and beef products,U.S. suppliers (U.S. import weights),2003,114.4184265136719
Bulk,U.S. suppliers (U.S. import weights),2003,117.9209136962891
Cocoa beans,U.S. suppliers (U.S. import weights),2003,103.4648666381836
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2003,106.9323425292969
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2003,129.8189544677734
Distilled spirits,U.S. suppliers (U.S. import weights),2003,91.79580688476563
Fish products,U.S. suppliers (U.S. import weights),2003,117.611457824707
Forest products,U.S. suppliers (U.S. import weights),2003,114.9106140136719
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2003,109.1282653808594
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2003,97.27330017089844
Intermediates,U.S. suppliers (U.S. import weights),2003,105.7399139404297
Live animals,U.S. suppliers (U.S. import weights),2003,97.93947601318359
Oils (example soybean),U.S. suppliers (U.S. import weights),2003,106.487434387207
Prepared and snack foods,U.S. suppliers (U.S. import weights),2003,102.5562133789063
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2003,114.3778991699219
Rubber and allied products,U.S. suppliers (U.S. import weights),2003,114.5861968994141
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2003,104.552001953125
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2003,108.4574432373047
Wine and beer,U.S. suppliers (U.S. import weights),2003,93.24925231933594
Bulk,U.S. competitors (country export weights),2004,97.13595581054688
Consumer oriented,U.S. competitors (country export weights),2004,93.64475250244141
Intermediates,U.S. competitors (country export weights),2004,93.54114532470703
Beef and beef products,U.S. competitors (country export weights),2004,93.85889434814453
Competitor agricultural exports to the world,U.S. competitors (country export weights),2004,99.65460205078125
Competitor merchandise exports to the world,U.S. competitors (country export weights),2004,102.2078704833984
Corn,U.S. competitors (country export weights),2004,96.60118865966797
Cotton,U.S. competitors (country export weights),2004,99.03030395507813
Dairy products,U.S. competitors (country export weights),2004,90.39796447753906
Feeds and fodders,U.S. competitors (country export weights),2004,92.78836822509766
Fresh and processed fruit,U.S. competitors (country export weights),2004,94.52443695068359
Fresh and processed vegetables,U.S. competitors (country export weights),2004,93.56172943115234
Hides and skins,U.S. competitors (country export weights),2004,93.83204650878906
Juices and beverages,U.S. competitors (country export weights),2004,93.71317291259766
Pork and pork products,U.S. competitors (country export weights),2004,90.56974029541016
Poultry meat and products,U.S. competitors (country export weights),2004,92.50370788574219
Prepared food,U.S. competitors (country export weights),2004,95.81651306152344
Rice,U.S. competitors (country export weights),2004,99.58524322509766
Soybean and vegetable  oil,U.S. competitors (country export weights),2004,93.37368774414063
Soybeans,U.S. competitors (country export weights),2004,100.7888565063477
Soymeal,U.S. competitors (country export weights),2004,101.0872192382813
Tobacco,U.S. competitors (country export weights),2004,103.3636703491211
Tree nuts,U.S. competitors (country export weights),2004,95.16609954833984
Wheat,U.S. competitors (country export weights),2004,92.70542907714844
Wine and beer,U.S. competitors (country export weights),2004,91.52047729492188
Agricultural related,U.S. markets (U.S. export weights),2004,103.7984848022461
Beef and beef products,U.S. markets (U.S. export weights),2004,94.57955932617188
Bulk,U.S. markets (U.S. export weights),2004,114.0211486816406
Consumer oriented,U.S. markets (U.S. export weights),2004,98.92287445068359
Corn,U.S. markets (U.S. export weights),2004,96.53116607666016
Cotton,U.S. markets (U.S. export weights),2004,116.0164489746094
Dairy products,U.S. markets (U.S. export weights),2004,106.0973968505859
Distillers grain,U.S. markets (U.S. export weights),2004,117.9200286865234
Feeds and fodders,U.S. markets (U.S. export weights),2004,110.6028594970703
Fresh and processed fruit,U.S. markets (U.S. export weights),2004,99.67459106445313
Fresh and processed vegetables,U.S. markets (U.S. export weights),2004,97.50443267822266
Hides and skins,U.S. markets (U.S. export weights),2004,120.2353897094727
Intermediates,U.S. markets (U.S. export weights),2004,106.4804992675781
Juices and beverages,U.S. markets (U.S. export weights),2004,98.79267120361328
Pork and pork products,U.S. markets (U.S. export weights),2004,94.70953369140625
Poultry meat and products,U.S. markets (U.S. export weights),2004,102.1010208129883
Prepared food,U.S. markets (U.S. export weights),2004,100.8371810913086
Rice,U.S. markets (U.S. export weights),2004,98.66255187988281
Soybean and vegetable oil,U.S. markets (U.S. export weights),2004,103.9185409545898
Soybeans,U.S. markets (U.S. export weights),2004,123.2872772216797
Soymeal,U.S. markets (U.S. export weights),2004,112.4794006347656
Tobacco,U.S. markets (U.S. export weights),2004,110.5962295532227
Tree nuts,U.S. markets (U.S. export weights),2004,97.93161773681641
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),2004,105.276123046875
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),2004,100.6440887451172
Wheat,U.S. markets (U.S. export weights),2004,112.3584594726563
Wine and beer,U.S. markets (U.S. export weights),2004,96.56221771240234
Agricultural related products,U.S. suppliers (U.S. import weights),2004,106.2943649291992
Consumer oriented,U.S. suppliers (U.S. import weights),2004,100.0247650146484
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),2004,96.63153839111328
Beef and beef products,U.S. suppliers (U.S. import weights),2004,105.7964630126953
Bulk,U.S. suppliers (U.S. import weights),2004,112.1473617553711
Cocoa beans,U.S. suppliers (U.S. import weights),2004,97.38903045654297
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),2004,102.6244888305664
"Coffee, unroasted",U.S. suppliers (U.S. import weights),2004,121.9563293457031
Distilled spirits,U.S. suppliers (U.S. import weights),2004,85.59825134277344
Fish products,U.S. suppliers (U.S. import weights),2004,113.3881301879883
Forest products,U.S. suppliers (U.S. import weights),2004,109.0337982177734
Fresh and processed fruit,U.S. suppliers (U.S. import weights),2004,106.7103500366211
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),2004,96.14950561523438
Intermediates,U.S. suppliers (U.S. import weights),2004,100.5255737304688
Live animals,U.S. suppliers (U.S. import weights),2004,93.50333404541016
Oils (example soybean),U.S. suppliers (U.S. import weights),2004,102.3713684082031
Prepared and snack foods,U.S. suppliers (U.S. import weights),2004,97.84471893310547
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),2004,111.9238433837891
Rubber and allied products,U.S. suppliers (U.S. import weights),2004,113.9427108764648
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),2004,101.9475860595703
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),2004,103.5958938598633
Wine and beer,U.S. suppliers (U.S. import weights),2004,88.04959106445313
Bulk,U.S. competitors (country export weights),2005,94.64421844482422
Consumer oriented,U.S. competitors (country export weights),2005,92.49027252197266
Intermediates,U.S. competitors (country export weights),2005,92.53662109375
Beef and beef products,U.S. competitors (country export weights),2005,91.33098602294922
Competitor agricultural exports to the world,U.S. competitors (country export weights),2005,96.56874847412109
Competitor merchandise exports to the world,U.S. competitors (country export weights),2005,101.0024261474609
Corn,U.S. competitors (country export weights),2005,92.98088836669922
Cotton,U.S. competitors (country export weights),2005,96.66726684570313
Dairy products,U.S. competitors (country export weights),2005,90.01628112792969
Feeds and fodders,U.S. competitors (country export weights),2005,91.86430358886719
Fresh and processed fruit,U.S. competitors (country export weights),2005,93.01643371582031
Fresh and processed vegetables,U.S. competitors (country export weights),2005,93.00355529785156
Hides and skins,U.S. competitors (country export weights),2005,92.60330200195313
Juices and beverages,U.S. competitors (country export weights),2005,92.30838012695313
Pork and pork products,U.S. competitors (country export weights),2005,89.52979278564453
Poultry meat and products,U.S. competitors (country export weights),2005,90.35751342773438
Prepared food,U.S. competitors (country export weights),2005,94.13027191162109
Rice,U.S. competitors (country export weights),2005,97.41961669921875
Soybean and vegetable  oil,U.S. competitors (country export weights),2005,92.60123443603516
